         80437130 function calls (78149436 primitive calls) in 209.967 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       86    0.000    0.000    0.050    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\workbook.py:343(add_named_style)
      882    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\variable.py:641(<genexpr>)
      378    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1366(common_dtype_categorical_compat)
      135    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:1967(<genexpr>)
     1017    0.000    0.000    0.000    0.000 {method 'getpalettemode' of 'ImagingCore' objects}
       84    0.000    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_openpyxl.py:581(get_sheet_by_name)
       42    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:1586(ship)
      913    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       46    0.000    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:749(astype)
      546    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:1007(__init__)
     1750    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\base.py:367(ndim)
       45    0.000    0.000   57.416    1.276 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:92(draw_wrapper)
       42    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\ops\array_ops.py:352(na_logical_op)
       47    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:6231(_raise_if_missing)
      510    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1636(get_major_formatter)
      413    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap>:392(cached)
       42    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:197(_check_data_shape)
      152    0.000    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\proj3d.py:216(_proj_trans_points)
       50    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:506(callback)
      512    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:230(__set__)
      851    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
      122    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      363    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:536(<listcomp>)
      252    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:933(attrs)
       84    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:3712(parseImpl)
      168    0.000    0.000    0.001    0.000 <frozen _collections_abc>:790(items)
      171    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\zipfile.py:1440(<listcomp>)
      630    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:192(__iter__)
      168    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\variable.py:3132(<setcomp>)
       91    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_api\__init__.py:54(__get__)
      768    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:1036(get_ydata)
      148    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1083(is_numeric_dtype)
     1035    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:437(__hash__)
      252    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\typing.py:1894(<genexpr>)
       45    0.000    0.000    0.230    0.005 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2160(wm_iconphoto)
       45    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:3511(draw_if_interactive)
     1128    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:3694(_mean_dispatcher)
       42    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
      170    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\functools.py:479(lru_cache)
     1089    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1120(get_zorder)
       86    0.000    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:4302(__gt__)
      420    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\formats\excel.py:583(header_style)
       64    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_twodim_base_impl.py:258(diag)
      798    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_function_base_impl.py:5383(_insert_dispatcher)
       45    0.000    0.000   57.485    1.277 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:2042(<lambda>)
      252    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\compat\array_api_compat.py:50(_get_single_namespace)
       25    0.000    0.000    0.013    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_fontconfig_pattern.py:77(parse_fontconfig_pattern)
      382    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:2313(<listcomp>)
     1077    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:333(get_edgecolor)
      277    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\results.py:383(get)
      204    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
     1645    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:889(postParse)
       85    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\relationship.py:85(<dictcomp>)
      126    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dtypes.py:206(_is_numpy_subdtype)
       85    0.000    0.000    0.029    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\reader\excel.py:66(_validate_archive)
       50    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:335(reshape_uniq)
       89    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\page.py:133(__init__)
      341    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       45    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:965(clear)
      126    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:986(coords)
      256    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\hyperlink.py:45(__init__)
      536    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1143(cvt)
       86    0.000    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\manifest.py:81(__init__)
       42    0.000    0.000    0.102    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\variable.py:570(to_index_variable)
       91    0.000    0.000    0.044    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\strings\accessor.py:132(wrapper)
       85    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_reader.py:275(parse_column_dimensions)
      174    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\dimensions.py:298(__init__)
      724    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:357(_is_valid_na_for)
      405    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\PngImagePlugin.py:162(__init__)
       80    0.000    0.000    0.000    0.000 {method 'outer' of 'numpy.ufunc' objects}
     1020    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:4713(<genexpr>)
       84    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\sims\sims.py:1078(_preset_start)
        7    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\xml\etree\ElementTree.py:803(_namespaces)
       45    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:1774(_is_label_reference)
      922    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\numeric.py:1476(_moveaxis_dispatcher)
      178    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1042(needs_i8_conversion)
       85    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\readers.py:1674(_check_file_or_buffer)
        2    0.000    0.000    0.056    0.028 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1137(embedTTF)
      672    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\utils.py:502(__init__)
       45    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:432(_register)
       42    0.000    0.000    0.000    0.000 {built-in method _operator.and_}
      134    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:2801(_na_value)
      135    0.000    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:576(__init__)
      135    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\weakref.py:510(update)
       86    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\_config\config.py:273(__call__)
      832    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\multiarray.py:403(where)
      504    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:2416(__init__)
      251    0.000    0.000    0.032    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       84    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
       48    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\inspect.py:735(unwrap)
      219    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\ops\dispatch.py:17(should_extension_dispatch)
      340    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\common.py:1229(<genexpr>)
       45    0.000    0.000    0.000    0.000 {built-in method PIL._imagingtk.tkinit}
      224    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
       97    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:2103(set_name)
       46    0.000    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:440(astype)
       64    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\shape_base.py:293(hstack)
      619    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:284(tell)
      438    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      361    0.000    0.000    0.000    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\concat.py:158(<setcomp>)
      177    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\workbook\workbook.py:301(worksheets)
       86    0.000    0.000    0.030    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:4296(__lt__)
      252    0.000    0.000    0.002    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dtypes.py:211(<genexpr>)
       45    0.000    0.000    0.001    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\pyplot.py:555(draw_if_interactive)
