         80437130 function calls (78149436 primitive calls) in 209.967 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12152    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:340(<dictcomp>)
      419    0.004    0.000    0.066    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\api.py:120(_get_combined_index)
      759    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:326(slice_block_columns)
     2163    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:290(p1)
       85    0.004    0.000    0.055    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\base_parser.py:523(_convert_to_ndarrays)
     2166    0.004    0.000    0.013    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1581(validate_all_hashable)
     1032    0.004    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\rcsetup.py:163(validate_axisbelow)
       85    0.004    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\python_parser.py:1001(_rows_to_cols)
     3100    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3101(<genexpr>)
     3525    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:587(<genexpr>)
       35    0.004    0.000    0.004    0.000 {method 'seek' of '_io.BufferedWriter' objects}
     1954    0.004    0.000    0.019    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:120(update)
       45    0.004    0.000    0.004    0.000 {built-in method matplotlib.backends._tkagg.enable_dpi_awareness}
     1225    0.004    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:816(copy)
    12152    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:345(<dictcomp>)
       85    0.004    0.000    0.020    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\parsers\python_parser.py:74(__init__)
  438/231    0.004    0.000    0.793    0.003 <frozen importlib._bootstrap>:1122(_find_and_load_unlocked)
     3060    0.004    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:2345(scaled)
      294    0.004    0.000    0.277    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataarray.py:415(__init__)
       85    0.004    0.000    0.042    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\relationship.py:106(get_dependents)
      258    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:1420(<listcomp>)
      378    0.004    0.000    0.028    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:2095(to_frame)
     7478    0.004    0.000    0.004    0.000 {method 'rfind' of 'str' objects}
      419    0.004    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\reshape\concat.py:494(_clean_keys_and_objs)
     4952    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\exceptions.py:49(__init__)
    12152    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:327(<dictcomp>)
      382    0.004    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\shape_base.py:218(vstack)
      504    0.004    0.000    0.513    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2308(add_artist)
     1536    0.004    0.000    0.015    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:305(_extremum_fill_value)
    15300    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\multiarray.py:662(min_scalar_type)
     9216    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorizer.py:87(norm)
      126    0.004    0.000    0.054    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\dataset.py:2716(isel)
      504    0.004    0.000    5.890    0.012 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\pyplot.py:2519(colorbar)
      363    0.004    0.000    0.066    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:457(_concatenate_join_units)
     3010    0.004    0.000    0.004    0.000 {built-in method builtins.repr}
      386    0.004    0.000    0.014    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:561(count_contains)
      171    0.004    0.000    0.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\packaging\core.py:83(__init__)
     1106    0.004    0.000    0.764    0.001 <frozen importlib._bootstrap>:1194(_gcd_import)
    16846    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:449(pdfRepr)
      510    0.004    0.000    0.028    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorbar.py:136(set_xy)
       85    0.004    0.000    5.384    0.063 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_base.py:1507(__init__)
     3051    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\ImagePalette.py:43(__init__)
     1157    0.004    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\construction.py:766(_try_cast)
     2045    0.004    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:332(get_visible_children)
      505    0.004    0.000    0.014    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:3956(set_boxstyle)
     1146    0.004    0.000    0.031    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\astype.py:157(astype_array)
      134    0.004    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:2320(is_unique)
     4950    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:832(_reset_identity)
      522    0.004    0.000    0.187    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:839(set_subplotspec)
     3256    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:695(<listcomp>)
     2091    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2868(extend_blocks)
       42    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Mes documents\Programmation\PG_simulation\gradient_descent.py:175(update_gradient_descent_parameters)
      522    0.004    0.000    0.021    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\gridspec.py:397(get_subplot_params)
     5006    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\cell.py:123(coordinate)
     2064    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\cycler\__init__.py:334(__len__)
     3592    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:822(is_string_or_list_of_strings)
      309    0.004    0.000    0.096    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:888(take)
     4112    0.004    0.000    0.017    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:209(register_axis)
     1134    0.004    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2884(ensure_block_shape)
      510    0.004    0.000    0.374    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:673(set_data)
     1218    0.004    0.000    0.010    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\api.py:386(default_index)
     3050    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:280(p0)
     1537    0.004    0.000    2.006    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3986(set_ylim)
     1020    0.004    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\__init__.py:1527(<dictcomp>)
     7903    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:2202(_clip_dispatcher)
      510    0.004    0.000    0.013    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2707(set_offset_position)
     4296    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\_config\__init__.py:55(using_string_dtype)
      505    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:4103(set_bounds)
      456    0.004    0.000    0.009    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     7930    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      510    0.004    0.000    0.167    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:531(add_axes)
      545    0.004    0.000    0.025    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:1257(copy)
      170    0.004    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\util\version\__init__.py:339(__init__)
    11919    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:941(get_hatch)
     1215    0.004    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\PngImagePlugin.py:206(crc)
     1032    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:555(from_dict)
     1278    0.004    0.000    0.028    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:3193(view)
     1334    0.004    0.000    0.017    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\frame.py:663(_constructor_from_mgr)
      126    0.004    0.000    0.012    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\indexing.py:135(group_indexers_by_index)
      504    0.004    0.000    0.188    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\pyplot.py:4383(title)
       85    0.004    0.000    0.655    0.008 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\stylesheet.py:199(apply_stylesheet)
     2376    0.004    0.000    0.016    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:1862(_check_mask_axis)
     1522    0.004    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:462(<listcomp>)
      378    0.004    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:690(_constructor_expanddim_from_mgr)
      945    0.004    0.000    0.016    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:1259(copy)
     1020    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorizer.py:393(get_alpha)
     8758    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:231(__next)
     6231    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:170(append)
      504    0.004    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:1065(update_frame)
     2154    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:589(_get_axis)
     1894    0.004    0.000    0.111    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3661(get_xbound)
      510    0.004    0.000    0.041    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorbar.py:811(update_ticks)
       87    0.004    0.000    0.010    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:2209(_form_blocks)
      511    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:892(_set_extremes)
     1032    0.004    0.000    0.056    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:772(set_facecolor)
      126    0.004    0.000    0.274    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\duck_array_ops.py:492(f)
     1532    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2304(<genexpr>)
      863    0.004    0.000    0.015    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\zipfile.py:1044(_read2)
      627    0.004    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\linalg\_linalg.py:189(_commonType)
     3108    0.004    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:266(<genexpr>)
     1032    0.004    0.000   14.598    0.014 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1445(clear)
      123    0.004    0.000    0.004    0.000 {built-in method zlib.compressobj}
     1032    0.004    0.000    0.277    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:1702(sca)
      510    0.004    0.000    0.013    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:242(get_datalim)
     1044    0.004    0.000    0.017    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:603(set_linestyle)
     1020    0.004    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\axes_grid1\axes_divider.py:170(new_locator)
     2068    0.004    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2004(set_pickradius)
     2590    0.004    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:536(set_useLocale)
      802    0.004    0.000    0.036    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\array_algos\take.py:59(take_nd)
     1020    0.004    0.000    0.008    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1032(_set_alpha_for_array)
     1158    0.004    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\common.py:574(condition)
      604    0.004    0.000    1.023    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:4354(__truediv__)
     4860    0.004    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\_binary.py:94(i32be)
      510    0.003    0.000    0.020    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_function_base_impl.py:5181(<listcomp>)
     1032    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:97(add)
    16410    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:565(mode)
     8163    0.003    0.000    0.003    0.000 {method 'pixel_access' of 'ImagingCore' objects}
     6522    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:812(_get_autoscale_on)
      765    0.003    0.000    0.224    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4115(__init__)
     1147    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1780(np_can_hold_element)
       46    0.003    0.000    6.362    0.138 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2306(__init__)
      672    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\xarray\core\indexes.py:1673(__init__)
     6200    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:673(isDefault_majloc)
     1522    0.003    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:466(<listcomp>)
      510    0.003    0.000    0.145    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:867(__init__)
      630    0.003    0.000    0.013    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:2201(resize)
      891    0.003    0.000    0.007    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
     8831    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:131(<dictcomp>)
    16036    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:608(points_to_pixels)
     1020    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\gridspec.py:627(colspan)
      504    0.003    0.000    0.042    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:842(__init__)
      362    0.003    0.000    0.171    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexing.py:1177(__getitem__)
     2909    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:874(preParse)
     3051    0.003    0.000    0.003    0.000 {method 'getpalette' of 'ImagingCore' objects}
     6895    0.003    0.000    0.003    0.000 {built-in method _thread.get_ident}
     8314    0.003    0.000    0.010    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:5154(_values)
     3541    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\construction.py:732(_sanitize_str_dtypes)
     5506    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\common.py:125(<lambda>)
      699    0.003    0.000    0.024    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\frame.py:4619(_box_col_values)
     1602    0.003    0.000    0.015    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
      830    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:967(from_blocks)
      336    0.003    0.000    0.021    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_mathtext.py:341(_get_font)
       85    0.003    0.000    2.861    0.034 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\reader\excel.py:139(read_strings)
      405    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\PngImagePlugin.py:385(__init__)
     1020    0.003    0.000    0.004    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\gridspec.py:621(rowspan)
      506    0.003    0.000    0.819    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:820(draw)
      464    0.003    0.000    0.006    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1797(<listcomp>)
     1014    0.003    0.000    0.038    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:604(new_gc)
    11577    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:573(readonly)
      256    0.003    0.000    0.009    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_reader.py:99(__init__)
     2646    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1411(<genexpr>)
      887    0.003    0.000    0.010    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1791(_consolidate_check)
     3454    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\blocks.py:216(is_extension)
     1260    0.003    0.000    0.059    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\styleable.py:22(__set__)
       87    0.003    0.000    0.136    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\construction.py:423(dict_to_mgr)
     2654    0.003    0.000    0.003    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:322(<dictcomp>)
     1776    0.003    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\numbers.py:104(is_date_format)
      419    0.003    0.000    0.011    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:954(_verify_integrity)
     1827    0.003    0.000    0.005    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
      510    0.003    0.000    0.013    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:303(set_alpha)
