         80187911 function calls (77911086 primitive calls) in 239.023 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      726    0.026    0.000    0.026    0.000 {built-in method matplotlib.ft2font.get_glyph_name}
    14572    0.026    0.000    0.143    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:377(set_edgecolor)
   119004    0.026    0.000    0.026    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:926(get_math_fontfamily)
     1533    0.026    0.000    0.140    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:582(_create_lookup_table)
    17190    0.025    0.000    0.031    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:354(height)
    27293    0.025    0.000    0.044    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:883(set_foreground)
    13889    0.025    0.000    0.025    0.000 {built-in method zlib.crc32}
   173269    0.025    0.000    0.025    0.000 {method 'popleft' of 'collections.deque' objects}
    42651    0.025    0.000    0.025    0.000 {built-in method sys.intern}
 1134/756    0.025    0.000    0.311    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:7011(insert)
    16754    0.025    0.000    0.058    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:903(set_joinstyle)
     2064    0.025    0.000    0.850    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3480(tick_params)
     3314    0.025    0.000    0.179    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:484(_parse_args)
    33595    0.025    0.000    0.121    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:1251(set_markerfacecoloralt)
     8950    0.025    0.000    0.056    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:73(wrapper)
     8687    0.025    0.000    0.030    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:133(__setstate__)
    18791    0.025    0.000    0.099    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\pyplot.py:1073(_auto_draw_if_interactive)
   118995    0.025    0.000    0.025    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:768(get_file)
    10492    0.025    0.000    0.025    0.000 {built-in method numpy.empty}
     4606    0.025    0.000    0.030    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:360(size)
     1563    0.025    0.000    4.453    0.003 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2223(_get_tick_boxes_siblings)
     6205    0.025    0.000    0.118    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:780(frozen)
     2550    0.025    0.000    0.269    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:2331(autoscale_None)
    33595    0.024    0.000    0.036    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:565(set_markevery)
     4418    0.024    0.000    0.031    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:281(__init__)
    23738    0.024    0.000    0.102    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1774(__array__)
     3561    0.024    0.000    0.045    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:600(padded)
    50741    0.024    0.000    0.024    0.000 {built-in method math.sin}
    11374    0.024    0.000    0.064    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:501(set_capstyle)
     4985    0.024    0.000    0.268    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1800(transform_path_affine)
    12375    0.024    0.000    0.066    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:1251(score_weight)
    15063    0.024    0.000    0.042    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1455(alphaState)
     2550    0.024    0.000    0.322    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:1874(masked_where)
    63319    0.024    0.000    0.024    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:2854(_get_dpi)
    57665    0.024    0.000    0.024    0.000 {method 'clear' of 'xml.etree.ElementTree.Element' objects}
     5943    0.023    0.000    0.253    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\path.py:490(cleaned)
    32795    0.023    0.000    0.055    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
    66079    0.023    0.000    0.023    0.000 {method 'pop' of 'list' objects}
     7031    0.023    0.000    0.038    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:189(_set_labelrotation)
    18957    0.023    0.000    0.030    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:284(get_rotation)
     5819    0.023    0.000    0.023    0.000 {built-in method matplotlib.ft2font.set_size}
     5616    0.023    0.000    0.132    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:1596(make_mask)
     3730    0.023    0.000    0.038    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1524(_options)
     1020    0.023    0.000    0.785    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorbar.py:1225(_proportional_y)
    22572    0.023    0.000    0.032    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1628(get_major_locator)
    25482    0.023    0.000    0.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:921(<dictcomp>)
    33597    0.023    0.000    0.155    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:1231(set_markeredgecolor)
     3610    0.023    0.000    0.058    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1988(set_minor_locator)
    12511    0.023    0.000    0.050    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:564(is_scalar_or_string)
    16251    0.023    0.000    0.244    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2249(get_affine)
    27542    0.023    0.000    0.029    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2378(__eq__)
     6624    0.023    0.000    0.025    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:147(splitroot)
     6669    0.023    0.000    0.256    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\worksheet\_reader.py:282(parse_row)
    32795    0.023    0.000    0.031    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\generic.py:37(_check)
    20468    0.023    0.000    0.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:828(set_antialiased)
     1278    0.023    0.000    1.144    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1696(_writePng)
    80822    0.023    0.000    0.023    0.000 {method 'startswith' of 'str' objects}
    32120    0.023    0.000    0.096    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2681(<listcomp>)
    30445    0.022    0.000    0.022    0.000 {method 'split' of 'str' objects}
    52305    0.022    0.000    0.022    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\figure.py:232(get_figure)
    17821    0.022    0.000    0.032    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\path.py:364(__len__)
    25480    0.022    0.000    0.051    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1356(_iter_break_from_left_to_right)
     1546    0.022    0.000    0.271    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1579(_set_title_offset_trans)
    26006    0.022    0.000    0.031    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:321(set_antialiased)
     1028    0.022    0.000    2.123    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:864(_init_axis)
      510    0.022    0.000    0.024    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_cm.py:144(_g32)
     6130    0.022    0.000    0.022    0.000 {built-in method numpy._core._multiarray_umath._unique_hash}
    24972    0.022    0.000    0.025    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:319(<genexpr>)
     4070    0.022    0.000    0.034    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\numeric.py:323(full)
    12162    0.022    0.000    0.085    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:140(flush_images)
    22813    0.022    0.000    0.069    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2302(get_matrix)
    10209    0.022    0.000    0.029    0.000 <frozen importlib._bootstrap>:405(parent)
    13833    0.022    0.000    0.047    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\styles\alignment.py:58(__iter__)
    46778    0.022    0.000    0.022    0.000 {built-in method math.isfinite}
    64921    0.021    0.000    0.021    0.000 {method 'group' of 're.Match' objects}
      315    0.021    0.000    0.085    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:802(_recolor_icon)
10841/5021    0.021    0.000    0.120    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\et_xmlfile\incremental_tree.py:566(_serialize_ns_xml)
      204    0.021    0.000    0.021    0.000 {built-in method marshal.loads}
      510    0.021    0.000    7.624    0.015 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_axes.py:5750(imshow)
     1484    0.021    0.000    0.171    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\frame.py:4073(__getitem__)
     2590    0.021    0.000    0.538    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:452(__init__)
     3269    0.021    0.000    0.027    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\indexes\base.py:650(_simple_new)
     4671    0.021    0.000    0.257    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:8555(asarray)
    12877    0.021    0.000    0.146    0.000 {method 'sum' of 'numpy.ndarray' objects}
     4120    0.021    0.000    0.130    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:306(set_position)
    18925    0.021    0.000    0.075    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\__init__.py:1342(is_interactive)
    64465    0.021    0.000    0.021    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\path.py:223(codes)
7582/3540    0.021    0.000    0.034    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:233(axes)
     4200    0.021    0.000    1.117    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:633(draw)
    14062    0.021    0.000    0.037    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:201(_pad)
     2016    0.021    0.000    0.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\_backend_pdf_ps.py:115(track_glyph)
     1032    0.020    0.000    0.131    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:928(_set_lim_and_transforms)
     7678    0.020    0.000    1.261    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1964(clear)
    16754    0.020    0.000    0.045    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backend_bases.py:833(set_capstyle)
    60760    0.020    0.000    0.020    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:310(<genexpr>)
      522    0.020    0.000    0.024    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\gridspec.py:212(__getitem__)
       85    0.020    0.000    0.948    0.011 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\io\excel\_openpyxl.py:607(get_sheet_data)
    15959    0.020    0.000    0.042    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:6862(is_masked)
4695/3079    0.020    0.000    0.089    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\serialisable.py:173(__eq__)
      756    0.020    0.000    0.434    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1366(insert)
     2590    0.020    0.000    1.110    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:761(_set_scale)
      170    0.020    0.000    0.059    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\zipfile.py:1358(_RealGetContents)
    46933    0.020    0.000    0.020    0.000 {built-in method math.radians}
     4715    0.020    0.000    1.604    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1523(get_majorticklocs)
    14165    0.020    0.000    0.044    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2677(get_matrix)
     2064    0.020    0.000    6.094    0.003 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1115(set_clip_path)
      799    0.020    0.000    0.020    0.000 {method 'round' of 'numpy.generic' objects}
    54858    0.020    0.000    0.020    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:821(rotation_point)
