         80187911 function calls (77911086 primitive calls) in 239.023 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    24175    0.039    0.000    0.085    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:579(<listcomp>)
     1789    0.039    0.000    0.068    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:373(_broadcast_to)
     2590    0.039    0.000    0.040    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:2110(_staircase)
    12638    0.039    0.000    0.076    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:982(_get_markerfacecolor)
    33595    0.039    0.000    0.110    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:520(set_pickradius)
    10915    0.039    0.000    0.069    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\_ufunc_config.py:472(__enter__)
   136988    0.039    0.000    0.039    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:717(get_family)
    12375    0.039    0.000    0.060    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:1175(score_family)
    35814    0.039    0.000    0.141    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\base.py:164(__set__)
     6370    0.039    0.000    3.023    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:2228(__call__)
    30607    0.039    0.000    0.229    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\_methods.py:64(_all)
      680    0.039    0.000    0.041    0.000 {built-in method matplotlib.ft2font.load_char}
    13965    0.039    0.000    0.153    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:310(xmax)
1318/1232    0.038    0.000    0.326    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\series.py:392(__init__)
    20999    0.038    0.000    0.038    0.000 {built-in method matplotlib.ft2font.get_char_index}
     3088    0.038    0.000    0.128    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:4453(get_children)
    20157    0.038    0.000    3.988    0.000 {method 'any' of 'numpy.ndarray' objects}
    28552    0.038    0.000    0.038    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:88(<dictcomp>)
    22939    0.038    0.000    0.302    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:1108(set_fontsize)
20350/20265    0.038    0.000    0.221    0.000 {built-in method builtins.all}
     3066    0.038    0.000    0.105    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:1748(mask_or)
     1014    0.038    0.000    3.873    0.004 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:2127(_get_nonzero_slices)
     9702    0.037    0.000    0.063    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:977(intervalx)
    15558    0.037    0.000    0.067    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2422(transform_path_non_affine)
      510    0.037    0.000    0.703    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:2409(draw)
      504    0.037    0.000    0.454    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2188(draw_mathtext)
    12967    0.037    0.000    0.117    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2549(pop)
    21070    0.037    0.000    0.214    0.000 {method 'all' of 'numpy.ndarray' objects}
     4744    0.037    0.000    0.228    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1074(get_yaxis_text1_transform)
     6192    0.037    0.000    0.038    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:888(reset_ticks)
    14585    0.037    0.000    0.117    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:362(_set_edgecolor)
     9612    0.036    0.000    0.764    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1243(_cm_set)
    32465    0.036    0.000    0.081    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:850(set_stretch)
    35561    0.036    0.000    0.082    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:1205(set_x)
   149729    0.036    0.000    0.036    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:762(get_size)
    25675    0.036    0.000    0.080    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_shape_base_impl.py:621(_column_stack_dispatcher)
        1    0.036    0.036    4.545    4.545 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:1788(writeImages)
    19386    0.036    0.000    0.036    0.000 {method 'copy' of 'numpy.generic' objects}
    12207    0.036    0.000    0.110    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:901(get_unitless_position)
     9426    0.036    0.000    0.991    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:214(format_ticks)
    14585    0.036    0.000    0.690    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:388(_set_facecolor)
    34332    0.035    0.000    0.052    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\numerictypes.py:293(issubclass_)
    33597    0.035    0.000    0.253    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:1241(set_markerfacecolor)
      419    0.035    0.000    0.264    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\concat.py:94(concatenate_managers)
    24970    0.035    0.000    0.078    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colors.py:404(<genexpr>)
    43566    0.035    0.000    0.112    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:1744(sanitize_sequence)
    33595    0.035    0.000    0.046    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:1061(set_antialiased)
    18614    0.035    0.000    0.098    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:805(limit_range_for_scale)
     3659    0.035    0.000    0.136    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:235(_adjust_location)
    10200    0.035    0.000    0.039    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1098(<dictcomp>)
     3112    0.035    0.000    0.096    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1058(set)
    65440    0.035    0.000    0.035    0.000 C:\Users\MaximilienVERDIER-PA\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:17(__init__)
    85893    0.035    0.000    0.035    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\_api\__init__.py:79(<genexpr>)
    30276    0.034    0.000    0.113    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:1154(get_default_size)
     1278    0.034    0.000    1.111    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:2457(save)
     4593    0.034    0.000    1.927    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:654(get_window_extent)
     2110    0.034    0.000    0.052    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1166(maybe_infer_to_datetimelike)
     1020    0.034    0.000    0.694    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorbar.py:1054(_process_values)
     8687    0.034    0.000    0.040    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:128(__getstate__)
    12410    0.034    0.000    0.098    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:429(set_linewidth)
        5    0.034    0.007    0.034    0.007 {built-in method _imp.create_dynamic}
     3128    0.034    0.000    4.055    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1334(<listcomp>)
     8820    0.034    0.000    0.131    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1013(set_alpha)
    22169    0.033    0.000    0.045    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\cbook.py:1871(_str_lower_equal)
    26710    0.033    0.000    0.082    0.000 <frozen _collections_abc>:878(__iter__)
      510    0.033    0.000    2.217    0.004 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_axes.py:6332(pcolormesh)
     1036    0.033    0.000    6.770    0.007 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2665(_update_label_position)
    15063    0.033    0.000    0.075    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2510(alpha_cmd)
    96962    0.033    0.000    0.033    0.000 {method 'replace' of 'str' objects}
    18957    0.033    0.000    0.056    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:687(_get_wrapped_text)
      510    0.033    0.000    4.549    0.009 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorbar.py:520(_draw_all)
    12486    0.032    0.000    0.127    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:238(<listcomp>)
     4112    0.032    0.000    5.561    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1696(grid)
      510    0.032    0.000    3.649    0.007 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\image.py:585(draw)
  5223/67    0.032    0.000    0.261    0.004 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:1060(_parseCache)
    12486    0.032    0.000    7.308    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:546(<listcomp>)
    19010    0.032    0.000    0.041    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:330(intervalx)
    33595    0.032    0.000    0.046    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:1120(set_gapcolor)
     6162    0.032    0.000    0.054    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:577(_new)
   146504    0.032    0.000    0.032    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1809(get_affine)
      776    0.032    0.000    0.754    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\mpl_toolkits\mplot3d\axes3d.py:611(autoscale_view)
     6736    0.031    0.000    0.073    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\patches.py:444(set_linestyle)
    16779    0.031    0.000    0.034    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2458(stroke)
     5225    0.031    0.000    9.514    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1644(get_major_ticks)
     2590    0.031    0.000    1.069    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\scale.py:120(set_default_locators_and_formatters)
    22062    0.031    0.000    0.333    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:1714(nonsingular)
      522    0.031    0.000    0.291    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:352(draw)
   119270    0.031    0.000    0.031    0.000 {method 'copy' of 'list' objects}
     5790    0.031    0.000    0.257    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:342(update_from)
     1032    0.031    0.000    1.695    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:78(__init__)
    11609    0.031    0.000    0.059    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2534(fillcolor_cmd)
     3610    0.030    0.000    0.077    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1972(set_major_locator)
    16779    0.030    0.000    0.036    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2469(fill)
     2389    0.030    0.000    1.694    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\_backend_pdf_ps.py:147(get_text_width_height_descent)
     2590    0.030    0.000    0.267    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:2116(set_params)
   131337    0.030    0.000    0.030    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:733(get_style)
    21177    0.030    0.000    3.954    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\_methods.py:55(_any)
    47438    0.030    0.000    0.030    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:440(pdfRepr)
     2092    0.030    0.000    0.543    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2378(_init)
    26728    0.030    0.000    0.046    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\shape_base.py:206(_arrays_for_stack_dispatcher)
      258    0.030    0.000    0.030    0.000 {method 'histogram' of 'ImagingCore' objects}
     4744    0.030    0.000    0.443    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:456(_apply_tickdir)
    89230    0.030    0.000    0.030    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:945(get_rasterized)
    89230    0.029    0.000    0.029    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:972(get_agg_filter)
     2895    0.029    0.000    3.015    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1606(_copy_tick_props)
     9430    0.029    0.000    0.079    0.000 {method 'all' of 'numpy.generic' objects}
    61311    0.029    0.000    0.029    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1759(<lambda>)
      932    0.029    0.000    0.029    0.000 {method 'close' of '_io.BufferedReader' objects}
    32465    0.029    0.000    0.076    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:934(set_math_fontfamily)
     1020    0.029    0.000    0.365    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:2349(add_collection)
   131337    0.029    0.000    0.029    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:739(get_variant)
      462    0.029    0.000    0.037    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_index_tricks_impl.py:146(__getitem__)
      563    0.029    0.000    0.047    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\linalg\_linalg.py:536(inv)
    19700    0.029    0.000    0.073    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:246(fix_minus)
      756    0.029    0.000    0.044    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\internals\managers.py:1421(_insert_update_mgr_locs)
   101549    0.029    0.000    0.029    0.000 {method 'lower' of 'str' objects}
     8920    0.029    0.000    0.046    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:982(intervaly)
      798    0.029    0.000    0.067    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_function_base_impl.py:5387(insert)
    36934    0.029    0.000    0.139    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:1366(make_mask_descr)
  5013/67    0.028    0.000    0.259    0.004 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pyparsing\core.py:893(_parseNoCache)
     6184    0.028    0.000    0.166    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:145(unique)
    28596    0.028    0.000    0.042    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\text.py:298(set_rotation_mode)
    40828    0.028    0.000    0.061    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2121(transform)
10403/10344    0.028    0.000    0.087    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
   131337    0.028    0.000    0.028    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:754(get_stretch)
     2056    0.028    0.000    1.038    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:2602(_init)
     1109    0.028    0.000    0.055    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:123(maybe_convert_platform)
72880/72864    0.028    0.000    0.032    0.000 {method 'join' of 'str' objects}
    11649    0.028    0.000    0.200    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:2548(all)
   101608    0.028    0.000    0.028    0.000 {method 'add' of 'set' objects}
    29655    0.028    0.000    0.119    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:753(get_transform)
    32420    0.028    0.000    0.038    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:250(y0)
     1512    0.028    0.000    1.399    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\offsetbox.py:885(get_bbox)
    10078    0.028    0.000    0.246    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axis.py:1158(get_inverted)
     3096    0.028    0.000    0.157    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\collections.py:802(_set_edgecolor)
    32091    0.028    0.000    0.036    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\cell\read_only.py:14(__init__)
     4713    0.028    0.000    0.724    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\ticker.py:737(set_locs)
     5939    0.028    0.000    4.237    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\backend_pdf.py:2100(draw_markers)
    11902    0.028    0.000    0.200    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:2318(blended_transform_factory)
     2056    0.028    0.000    0.494    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1936(apply_aspect)
   131337    0.027    0.000    0.027    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\font_manager.py:745(get_weight)
     3354    0.027    0.000    0.042    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\pandas\core\generic.py:6258(__finalize__)
     1530    0.027    0.000    1.664    0.001 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\colorizer.py:120(to_rgba)
    15098    0.027    0.000    0.350    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\lines.py:746(_get_transformed_path)
     4854    0.027    0.000    0.079    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\PngImagePlugin.py:1120(putchunk)
     7103    0.027    0.000    0.083    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:1463(getmaskarray)
    23609    0.027    0.000    1.204    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:1215(update)
      522    0.027    0.000    0.101    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\gridspec.py:144(get_grid_positions)
     4744    0.027    0.000    0.228    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:1101(get_yaxis_text2_transform)
    17436    0.027    0.000    0.041    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\compat\strings.py:12(safe_string)
      315    0.027    0.000    0.739    0.002 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:776(_set_image_for_button)
    23575    0.027    0.000    0.036    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\numeric.py:2463(<genexpr>)
    11380    0.027    0.000    0.031    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\transforms.py:1837(is_separable)
   109967    0.026    0.000    0.029    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\openpyxl\descriptors\sequence.py:27(<genexpr>)
     8568    0.026    0.000    0.053    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\PIL\Image.py:873(load)
     1560    0.026    0.000    0.400    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
     7903    0.026    0.000    0.299    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:2207(clip)
     4128    0.026    0.000    1.442    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:439(linear_spine)
    32236    0.026    0.000    0.026    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\spines.py:565(__getattr__)
    89508    0.026    0.000    0.026    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\artist.py:853(get_visible)
5617/5575    0.026    0.000    1.051    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\matplotlib\axes\_base.py:3711(get_xlim)
    35210    0.026    0.000    0.026    0.000 C:\Users\MaximilienVERDIER-PA\Documents\Programmation\PG_simulation\.venv\Lib\site-packages\numpy\ma\core.py:3498(shape)
